Deutsch;Englisch;Kategorie
ReiseApp;travel app;Verkehr & Reisen
ReiseTicket;travel ticket;Verkehr & Reisen
ReiseBuchung;travel booking;Verkehr & Reisen
ReiseBestätigung;travel confirmation;Verkehr & Reisen
ReiseKontrolle;travel check;Verkehr & Reisen
ReiseInformation;travel information;Verkehr & Reisen
FerienPlan;holiday plan;Verkehr & Reisen
FerienKarte;holiday map;Verkehr & Reisen
FerienZiel;holiday destination;Verkehr & Reisen
FerienZeit;holiday time;Verkehr & Reisen
FerienKosten;holiday costs;Verkehr & Reisen
FerienDauer;holiday duration;Verkehr & Reisen
FerienRoute;holiday route;Verkehr & Reisen
FerienApp;holiday app;Verkehr & Reisen
FerienTicket;holiday ticket;Verkehr & Reisen
FerienBuchung;holiday booking;Verkehr & Reisen
FerienBestätigung;holiday confirmation;Verkehr & Reisen
FerienKontrolle;holiday check;Verkehr & Reisen
FerienInformation;holiday information;Verkehr & Reisen
HotelPlan;hotel plan;Verkehr & Reisen
HotelKarte;hotel map;Verkehr & Reisen
HotelZiel;hotel destination;Verkehr & Reisen
HotelZeit;hotel time;Verkehr & Reisen
HotelKosten;hotel costs;Verkehr & Reisen
HotelDauer;hotel duration;Verkehr & Reisen
HotelRoute;hotel route;Verkehr & Reisen
HotelApp;hotel app;Verkehr & Reisen
HotelTicket;hotel ticket;Verkehr & Reisen
HotelBuchung;hotel booking;Verkehr & Reisen
HotelBestätigung;hotel confirmation;Verkehr & Reisen
HotelKontrolle;hotel check;Verkehr & Reisen
HotelInformation;hotel information;Verkehr & Reisen
FlugPlan;flight plan;Verkehr & Reisen
FlugKarte;flight map;Verkehr & Reisen
FlugZiel;flight destination;Verkehr & Reisen
FlugZeit;flight time;Verkehr & Reisen
FlugKosten;flight costs;Verkehr & Reisen
FlugDauer;flight duration;Verkehr & Reisen
FlugRoute;flight route;Verkehr & Reisen
FlugApp;flight app;Verkehr & Reisen
FlugTicket;flight ticket;Verkehr & Reisen
FlugBuchung;flight booking;Verkehr & Reisen
FlugBestätigung;flight confirmation;Verkehr & Reisen
FlugKontrolle;flight check;Verkehr & Reisen
FlugInformation;flight information;Verkehr & Reisen
BahnPlan;rail plan;Verkehr & Reisen
BahnKarte;rail map;Verkehr & Reisen
BahnZiel;rail destination;Verkehr & Reisen
BahnZeit;rail time;Verkehr & Reisen
BahnKosten;rail costs;Verkehr & Reisen
BahnDauer;rail duration;Verkehr & Reisen
BahnRoute;rail route;Verkehr & Reisen
BahnApp;rail app;Verkehr & Reisen
BahnTicket;rail ticket;Verkehr & Reisen
BahnBuchung;rail booking;Verkehr & Reisen
BahnBestätigung;rail confirmation;Verkehr & Reisen
BahnKontrolle;rail check;Verkehr & Reisen
BahnInformation;rail information;Verkehr & Reisen
BusPlan;bus plan;Verkehr & Reisen
BusKarte;bus map;Verkehr & Reisen
BusZiel;bus destination;Verkehr & Reisen
BusZeit;bus time;Verkehr & Reisen
BusKosten;bus costs;Verkehr & Reisen
BusDauer;bus duration;Verkehr & Reisen
BusApp;bus app;Verkehr & Reisen
BusBuchung;bus booking;Verkehr & Reisen
BusBestätigung;bus confirmation;Verkehr & Reisen
BusKontrolle;bus check;Verkehr & Reisen
BusInformation;bus information;Verkehr & Reisen
GrenzPlan;border plan;Verkehr & Reisen
GrenzKarte;border map;Verkehr & Reisen
GrenzZiel;border destination;Verkehr & Reisen
GrenzZeit;border time;Verkehr & Reisen
GrenzKosten;border costs;Verkehr & Reisen
GrenzDauer;border duration;Verkehr & Reisen
GrenzRoute;border route;Verkehr & Reisen
GrenzApp;border app;Verkehr & Reisen
Arbeit;work;Arbeit & Büro
Beruf;profession;Arbeit & Büro
Stelle;job;Arbeit & Büro
Job;job;Arbeit & Büro
Firma;company;Arbeit & Büro
Unternehmen;business;Arbeit & Büro
Büro;office;Arbeit & Büro
Team;team;Arbeit & Büro
Chef;boss;Arbeit & Büro
Mitarbeiter;employee;Arbeit & Büro
Kollege;colleague;Arbeit & Büro
Kundschaft;customers;Arbeit & Büro
Kunde;customer;Arbeit & Büro
Aufgabe;task;Arbeit & Büro
Projekt;project;Arbeit & Büro
Plan;plan;Arbeit & Büro
Ziel;goal;Arbeit & Büro
Termin;appointment;Arbeit & Büro
Sitzung;meeting;Arbeit & Büro
Besprechung;meeting;Arbeit & Büro
Protokoll;minutes;Arbeit & Büro
Notiz;note;Arbeit & Büro
Bericht;report;Arbeit & Büro
Dokument;document;Arbeit & Büro
Datei;file;Arbeit & Büro
Ordner;folder;Arbeit & Büro
Drucker;printer;Arbeit & Büro
Kopierer;copier;Arbeit & Büro
Telefon;telephone;Arbeit & Büro
E-Mail;email;Arbeit & Büro
Kalender;calendar;Arbeit & Büro
Schreibtisch;desk;Arbeit & Büro
Stuhl;chair;Arbeit & Büro
Bildschirm;screen;Arbeit & Büro
Tastatur;keyboard;Arbeit & Büro
Maus;mouse;Arbeit & Büro
Stift;pen;Arbeit & Büro
Papier;paper;Arbeit & Büro
Block;notepad;Arbeit & Büro
Brief;letter;Arbeit & Büro
Umschlag;envelope;Arbeit & Büro
Ablage;filing tray;Arbeit & Büro
Archiv;archive;Arbeit & Büro
Vertrag;contract;Arbeit & Büro
Offerte;quote;Arbeit & Büro
Rechnung;invoice;Arbeit & Büro
Budget;budget;Arbeit & Büro
Kosten;costs;Arbeit & Büro
Lohn;salary;Arbeit & Büro
Ferien;holiday;Arbeit & Büro
Pause;break;Arbeit & Büro
Arbeitszeit;working hours;Arbeit & Büro
Überzeit;overtime;Arbeit & Büro
Homeoffice;home office;Arbeit & Büro
Weiterbildung;training;Arbeit & Büro
Bewerbung;application;Arbeit & Büro
Lebenslauf;CV;Arbeit & Büro
Vorstellungsgespräch;job interview;Arbeit & Büro
Kündigung;termination;Arbeit & Büro
Frist;deadline;Arbeit & Büro
Entscheid;decision;Arbeit & Büro
Verantwortung;responsibility;Arbeit & Büro
ArbeitsPlan;work plan;Arbeit & Büro
ArbeitsListe;work list;Arbeit & Büro
ArbeitsOrdner;work folder;Arbeit & Büro
ArbeitsNotiz;work note;Arbeit & Büro
ArbeitsBericht;work report;Arbeit & Büro
ArbeitsTermin;work appointment;Arbeit & Büro
ArbeitsAufgabe;work task;Arbeit & Büro
ArbeitsZiel;work goal;Arbeit & Büro
ArbeitsFrist;work deadline;Arbeit & Büro
ArbeitsStatus;work status;Arbeit & Büro
ArbeitsProzess;work process;Arbeit & Büro
ArbeitsRegel;work rule;Arbeit & Büro
ArbeitsDokument;work document;Arbeit & Büro
ArbeitsVorlage;work template;Arbeit & Büro
ArbeitsSitzung;work meeting;Arbeit & Büro
BüroPlan;office plan;Arbeit & Büro
BüroListe;office list;Arbeit & Büro
BüroOrdner;office folder;Arbeit & Büro
BüroNotiz;office note;Arbeit & Büro
BüroBericht;office report;Arbeit & Büro
BüroTermin;office appointment;Arbeit & Büro
BüroAufgabe;office task;Arbeit & Büro
BüroZiel;office goal;Arbeit & Büro
BüroFrist;office deadline;Arbeit & Büro
BüroStatus;office status;Arbeit & Büro
BüroProzess;office process;Arbeit & Büro
BüroRegel;office rule;Arbeit & Büro
BüroDokument;office document;Arbeit & Büro
BüroVorlage;office template;Arbeit & Büro
BüroSitzung;office meeting;Arbeit & Büro
ProjektPlan;project plan;Arbeit & Büro
ProjektListe;project list;Arbeit & Büro
ProjektOrdner;project folder;Arbeit & Büro
ProjektNotiz;project note;Arbeit & Büro
ProjektBericht;project report;Arbeit & Büro
ProjektTermin;project appointment;Arbeit & Büro
ProjektAufgabe;project task;Arbeit & Büro
ProjektZiel;project goal;Arbeit & Büro
ProjektFrist;project deadline;Arbeit & Büro
ProjektStatus;project status;Arbeit & Büro
ProjektProzess;project process;Arbeit & Büro
ProjektRegel;project rule;Arbeit & Büro
ProjektDokument;project document;Arbeit & Büro
ProjektVorlage;project template;Arbeit & Büro
ProjektSitzung;project meeting;Arbeit & Büro
TeamPlan;team plan;Arbeit & Büro
TeamListe;team list;Arbeit & Büro
TeamOrdner;team folder;Arbeit & Büro
TeamNotiz;team note;Arbeit & Büro
TeamBericht;team report;Arbeit & Büro
TeamTermin;team appointment;Arbeit & Büro
TeamAufgabe;team task;Arbeit & Büro
TeamZiel;team goal;Arbeit & Büro
TeamFrist;team deadline;Arbeit & Büro
TeamStatus;team status;Arbeit & Büro
TeamProzess;team process;Arbeit & Büro
TeamRegel;team rule;Arbeit & Büro
TeamDokument;team document;Arbeit & Büro
TeamVorlage;team template;Arbeit & Büro
TeamSitzung;team meeting;Arbeit & Büro
KundenPlan;customer plan;Arbeit & Büro
KundenListe;customer list;Arbeit & Büro
KundenOrdner;customer folder;Arbeit & Büro
KundenNotiz;customer note;Arbeit & Büro
KundenBericht;customer report;Arbeit & Büro
KundenTermin;customer appointment;Arbeit & Büro
KundenAufgabe;customer task;Arbeit & Büro
KundenZiel;customer goal;Arbeit & Büro
KundenFrist;customer deadline;Arbeit & Büro
KundenStatus;customer status;Arbeit & Büro
KundenProzess;customer process;Arbeit & Büro
KundenRegel;customer rule;Arbeit & Büro
KundenDokument;customer document;Arbeit & Büro
KundenVorlage;customer template;Arbeit & Büro
KundenSitzung;customer meeting;Arbeit & Büro
SitzungsPlan;meeting plan;Arbeit & Büro
SitzungsListe;meeting list;Arbeit & Büro
SitzungsOrdner;meeting folder;Arbeit & Büro
SitzungsNotiz;meeting note;Arbeit & Büro
SitzungsBericht;meeting report;Arbeit & Büro
SitzungsTermin;meeting appointment;Arbeit & Büro
SitzungsAufgabe;meeting task;Arbeit & Büro
SitzungsZiel;meeting goal;Arbeit & Büro
SitzungsFrist;meeting deadline;Arbeit & Büro
SitzungsStatus;meeting status;Arbeit & Büro
SitzungsProzess;meeting process;Arbeit & Büro
SitzungsRegel;meeting rule;Arbeit & Büro
SitzungsDokument;meeting document;Arbeit & Büro
SitzungsVorlage;meeting template;Arbeit & Büro
SitzungsSitzung;meeting meeting;Arbeit & Büro
BerichtsPlan;report plan;Arbeit & Büro
BerichtsListe;report list;Arbeit & Büro
BerichtsOrdner;report folder;Arbeit & Büro
BerichtsNotiz;report note;Arbeit & Büro
BerichtsBericht;report report;Arbeit & Büro
BerichtsTermin;report appointment;Arbeit & Büro
BerichtsAufgabe;report task;Arbeit & Büro
BerichtsZiel;report goal;Arbeit & Büro
BerichtsFrist;report deadline;Arbeit & Büro
BerichtsStatus;report status;Arbeit & Büro
BerichtsProzess;report process;Arbeit & Büro
BerichtsRegel;report rule;Arbeit & Büro
BerichtsDokument;report document;Arbeit & Büro
BerichtsVorlage;report template;Arbeit & Büro
BerichtsSitzung;report meeting;Arbeit & Büro
VertragsPlan;contract plan;Arbeit & Büro
VertragsListe;contract list;Arbeit & Büro
VertragsOrdner;contract folder;Arbeit & Büro
VertragsNotiz;contract note;Arbeit & Büro
VertragsBericht;contract report;Arbeit & Büro
VertragsTermin;contract appointment;Arbeit & Büro
VertragsAufgabe;contract task;Arbeit & Büro
VertragsZiel;contract goal;Arbeit & Büro
VertragsFrist;contract deadline;Arbeit & Büro
VertragsStatus;contract status;Arbeit & Büro
VertragsProzess;contract process;Arbeit & Büro
VertragsRegel;contract rule;Arbeit & Büro
VertragsDokument;contract document;Arbeit & Büro
VertragsVorlage;contract template;Arbeit & Büro
VertragsSitzung;contract meeting;Arbeit & Büro
PlanungsPlan;planning plan;Arbeit & Büro
PlanungsListe;planning list;Arbeit & Büro
PlanungsOrdner;planning folder;Arbeit & Büro
PlanungsNotiz;planning note;Arbeit & Büro
PlanungsBericht;planning report;Arbeit & Büro
PlanungsTermin;planning appointment;Arbeit & Büro
PlanungsAufgabe;planning task;Arbeit & Büro
PlanungsZiel;planning goal;Arbeit & Büro
PlanungsFrist;planning deadline;Arbeit & Büro
PlanungsStatus;planning status;Arbeit & Büro
PlanungsProzess;planning process;Arbeit & Büro
PlanungsRegel;planning rule;Arbeit & Büro
PlanungsDokument;planning document;Arbeit & Büro
PlanungsVorlage;planning template;Arbeit & Büro
PlanungsSitzung;planning meeting;Arbeit & Büro
PersonalPlan;staff plan;Arbeit & Büro
PersonalListe;staff list;Arbeit & Büro
PersonalOrdner;staff folder;Arbeit & Büro
PersonalNotiz;staff note;Arbeit & Büro
PersonalBericht;staff report;Arbeit & Büro
PersonalTermin;staff appointment;Arbeit & Büro
PersonalAufgabe;staff task;Arbeit & Büro
PersonalZiel;staff goal;Arbeit & Büro
PersonalFrist;staff deadline;Arbeit & Büro
PersonalStatus;staff status;Arbeit & Büro
PersonalProzess;staff process;Arbeit & Büro
PersonalRegel;staff rule;Arbeit & Büro
PersonalDokument;staff document;Arbeit & Büro
PersonalVorlage;staff template;Arbeit & Büro
PersonalSitzung;staff meeting;Arbeit & Büro
FinanzPlan;finance plan;Arbeit & Büro
FinanzListe;finance list;Arbeit & Büro
FinanzOrdner;finance folder;Arbeit & Büro
FinanzNotiz;finance note;Arbeit & Büro
FinanzBericht;finance report;Arbeit & Büro
FinanzTermin;finance appointment;Arbeit & Büro
FinanzAufgabe;finance task;Arbeit & Büro
FinanzZiel;finance goal;Arbeit & Büro
FinanzFrist;finance deadline;Arbeit & Büro
FinanzStatus;finance status;Arbeit & Büro
FinanzProzess;finance process;Arbeit & Büro
FinanzRegel;finance rule;Arbeit & Büro
FinanzDokument;finance document;Arbeit & Büro
FinanzVorlage;finance template;Arbeit & Büro
FinanzSitzung;finance meeting;Arbeit & Büro
TerminPlan;appointment plan;Arbeit & Büro
TerminListe;appointment list;Arbeit & Büro
TerminOrdner;appointment folder;Arbeit & Büro
TerminNotiz;appointment note;Arbeit & Büro
TerminBericht;appointment report;Arbeit & Büro
TerminTermin;appointment appointment;Arbeit & Büro
TerminAufgabe;appointment task;Arbeit & Büro
TerminZiel;appointment goal;Arbeit & Büro
TerminFrist;appointment deadline;Arbeit & Büro
TerminStatus;appointment status;Arbeit & Büro
TerminProzess;appointment process;Arbeit & Büro
TerminRegel;appointment rule;Arbeit & Büro
TerminDokument;appointment document;Arbeit & Büro
TerminVorlage;appointment template;Arbeit & Büro
TerminSitzung;appointment meeting;Arbeit & Büro
DatenPlan;data plan;Arbeit & Büro
DatenListe;data list;Arbeit & Büro
DatenOrdner;data folder;Arbeit & Büro
DatenNotiz;data note;Arbeit & Büro
DatenBericht;data report;Arbeit & Büro
DatenTermin;data appointment;Arbeit & Büro
DatenAufgabe;data task;Arbeit & Büro
DatenZiel;data goal;Arbeit & Büro
DatenFrist;data deadline;Arbeit & Büro
DatenStatus;data status;Arbeit & Büro
DatenProzess;data process;Arbeit & Büro
DatenRegel;data rule;Arbeit & Büro
DatenDokument;data document;Arbeit & Büro
DatenVorlage;data template;Arbeit & Büro
DatenSitzung;data meeting;Arbeit & Büro
QualitätsPlan;quality plan;Arbeit & Büro
QualitätsListe;quality list;Arbeit & Büro
QualitätsOrdner;quality folder;Arbeit & Büro
QualitätsNotiz;quality note;Arbeit & Büro
QualitätsBericht;quality report;Arbeit & Büro
QualitätsTermin;quality appointment;Arbeit & Büro
QualitätsAufgabe;quality task;Arbeit & Büro
QualitätsZiel;quality goal;Arbeit & Büro
QualitätsFrist;quality deadline;Arbeit & Büro
QualitätsStatus;quality status;Arbeit & Büro
QualitätsProzess;quality process;Arbeit & Büro
QualitätsRegel;quality rule;Arbeit & Büro
QualitätsDokument;quality document;Arbeit & Büro
QualitätsVorlage;quality template;Arbeit & Büro
QualitätsSitzung;quality meeting;Arbeit & Büro
arbeiten;work;Arbeit & Büro
planen;plan;Arbeit & Büro
organisieren;organise;Arbeit & Büro
prüfen;check;Arbeit & Büro
schreiben;write;Arbeit & Büro
drucken;print;Arbeit & Büro
speichern;save;Arbeit & Büro
senden;send;Arbeit & Büro
besprechen;discuss;Arbeit & Büro
entscheiden;decide;Arbeit & Büro
melden;report;Arbeit & Büro
erledigen;complete;Arbeit & Büro
vorbereiten;prepare;Arbeit & Büro
abschliessen;finish;Arbeit & Büro
koordinieren;coordinate;Arbeit & Büro
Körper;body;Gesundheit & Körper
Kopf;head;Gesundheit & Körper
Gesicht;face;Gesundheit & Körper
Auge;eye;Gesundheit & Körper
Ohr;ear;Gesundheit & Körper
Nase;nose;Gesundheit & Körper
Mund;mouth;Gesundheit & Körper
Zahn;tooth;Gesundheit & Körper
Zunge;tongue;Gesundheit & Körper
Hals;throat;Gesundheit & Körper
Nacken;neck;Gesundheit & Körper
Schulter;shoulder;Gesundheit & Körper
Arm;arm;Gesundheit & Körper
Ellbogen;elbow;Gesundheit & Körper
Hand;hand;Gesundheit & Körper
Finger;finger;Gesundheit & Körper
Daumen;thumb;Gesundheit & Körper
Brust;chest;Gesundheit & Körper
Bauch;belly;Gesundheit & Körper
Rücken;back;Gesundheit & Körper
Bein;leg;Gesundheit & Körper
Knie;knee;Gesundheit & Körper
Fuss;foot;Gesundheit & Körper
Zehe;toe;Gesundheit & Körper
Haut;skin;Gesundheit & Körper
Haar;hair;Gesundheit & Körper
Blut;blood;Gesundheit & Körper
Herz;heart;Gesundheit & Körper
Lunge;lung;Gesundheit & Körper
Magen;stomach;Gesundheit & Körper
Leber;liver;Gesundheit & Körper
Arzt;doctor;Gesundheit & Körper
Ärztin;female doctor;Gesundheit & Körper
Praxis;practice;Gesundheit & Körper
Spital;hospital;Gesundheit & Körper
Notfall;emergency;Gesundheit & Körper
Apotheke;pharmacy;Gesundheit & Körper
Medikament;medicine;Gesundheit & Körper
Tablette;tablet;Gesundheit & Körper
Salbe;ointment;Gesundheit & Körper
Verband;bandage;Gesundheit & Körper
Pflaster;plaster;Gesundheit & Körper
Spritze;injection;Gesundheit & Körper
Termin;appointment;Gesundheit & Körper
Untersuchung;examination;Gesundheit & Körper
Behandlung;treatment;Gesundheit & Körper
Diagnose;diagnosis;Gesundheit & Körper
Rezept;prescription;Gesundheit & Körper
Versicherung;insurance;Gesundheit & Körper
Krankenkasse;health insurance;Gesundheit & Körper
Schmerz;pain;Gesundheit & Körper
Kopfweh;headache;Gesundheit & Körper
Fieber;fever;Gesundheit & Körper
Husten;cough;Gesundheit & Körper
Schnupfen;cold;Gesundheit & Körper
Grippe;flu;Gesundheit & Körper
Wunde;wound;Gesundheit & Körper
Verletzung;injury;Gesundheit & Körper
Allergie;allergy;Gesundheit & Körper
Ausschlag;rash;Gesundheit & Körper
Schwellung;swelling;Gesundheit & Körper
Entzündung;inflammation;Gesundheit & Körper
Erkältung;cold;Gesundheit & Körper
Müdigkeit;tiredness;Gesundheit & Körper
Schlaf;sleep;Gesundheit & Körper
Erholung;recovery;Gesundheit & Körper
Gesundheit;health;Gesundheit & Körper
Krankheit;illness;Gesundheit & Körper
KopfSchmerz;head pain;Gesundheit & Körper
KopfVerletzung;head injury;Gesundheit & Körper
KopfEntzündung;head inflammation;Gesundheit & Körper
KopfProblem;head problem;Gesundheit & Körper
KopfKontrolle;head check;Gesundheit & Körper
KopfUntersuchung;head examination;Gesundheit & Körper
KopfBehandlung;head treatment;Gesundheit & Körper
KopfPflege;head care;Gesundheit & Körper
KopfMittel;head remedy;Gesundheit & Körper
KopfSalbe;head ointment;Gesundheit & Körper
KopfVerband;head bandage;Gesundheit & Körper
KopfSymptom;head symptom;Gesundheit & Körper
AugenSchmerz;eye pain;Gesundheit & Körper
AugenVerletzung;eye injury;Gesundheit & Körper
AugenEntzündung;eye inflammation;Gesundheit & Körper
AugenProblem;eye problem;Gesundheit & Körper
AugenKontrolle;eye check;Gesundheit & Körper
AugenUntersuchung;eye examination;Gesundheit & Körper
AugenBehandlung;eye treatment;Gesundheit & Körper
AugenPflege;eye care;Gesundheit & Körper
AugenMittel;eye remedy;Gesundheit & Körper
AugenSalbe;eye ointment;Gesundheit & Körper
AugenVerband;eye bandage;Gesundheit & Körper
AugenSymptom;eye symptom;Gesundheit & Körper
OhrenSchmerz;ear pain;Gesundheit & Körper
OhrenVerletzung;ear injury;Gesundheit & Körper
OhrenEntzündung;ear inflammation;Gesundheit & Körper
OhrenProblem;ear problem;Gesundheit & Körper
OhrenKontrolle;ear check;Gesundheit & Körper
OhrenUntersuchung;ear examination;Gesundheit & Körper
OhrenBehandlung;ear treatment;Gesundheit & Körper
OhrenPflege;ear care;Gesundheit & Körper
OhrenMittel;ear remedy;Gesundheit & Körper
OhrenSalbe;ear ointment;Gesundheit & Körper
OhrenVerband;ear bandage;Gesundheit & Körper
OhrenSymptom;ear symptom;Gesundheit & Körper
NasenSchmerz;nose pain;Gesundheit & Körper
NasenVerletzung;nose injury;Gesundheit & Körper
NasenEntzündung;nose inflammation;Gesundheit & Körper
NasenProblem;nose problem;Gesundheit & Körper
NasenKontrolle;nose check;Gesundheit & Körper
NasenUntersuchung;nose examination;Gesundheit & Körper
NasenBehandlung;nose treatment;Gesundheit & Körper
NasenPflege;nose care;Gesundheit & Körper
NasenMittel;nose remedy;Gesundheit & Körper
NasenSalbe;nose ointment;Gesundheit & Körper
NasenVerband;nose bandage;Gesundheit & Körper
NasenSymptom;nose symptom;Gesundheit & Körper
ZahnSchmerz;tooth pain;Gesundheit & Körper
ZahnVerletzung;tooth injury;Gesundheit & Körper
ZahnEntzündung;tooth inflammation;Gesundheit & Körper
ZahnProblem;tooth problem;Gesundheit & Körper
ZahnKontrolle;tooth check;Gesundheit & Körper
ZahnUntersuchung;tooth examination;Gesundheit & Körper
ZahnBehandlung;tooth treatment;Gesundheit & Körper
ZahnPflege;tooth care;Gesundheit & Körper
ZahnMittel;tooth remedy;Gesundheit & Körper
